用户ID,微博数,转发数,评论数,点赞数,积极数,消极数,平均转发,平均评论,平均点赞,积极转发数,积极评论数,积极点赞数,消极转发数,消极评论数,消极点赞数
令和最初的号,1,72,15,32,0,1,72,15,32,0,0,0,72,15,32
深圳淘房志,1,95,105,44,0,1,95,105,44,0,0,0,95,105,44
卢湾伯爵,1,18,114,54,1,0,18,114,54,18,114,54,0,0,0
邓学平律师,1,453,468,1362,0,1,453,468,1362,0,0,0,453,468,1362
巴卫家小仙女,1,48,455,79,1,0,48,455,79,48,455,79,0,0,0
67号喜羊羊,1,51,59,101,1,0,51,59,101,51,59,101,0,0,0
财富密钥,1,64,0,29,1,0,64,0,29,64,0,29,0,0,0
数码论,1,73,682,606,0,1,73,682,606,0,0,0,73,682,606
小晖xiaohui,1,18,301,361,1,0,18,301,361,18,301,361,0,0,0
马德里竞技新闻,1,34,50,220,1,0,34,50,220,34,50,220,0,0,0
BongHo棒呼,1,5,7,56,0,1,5,7,56,0,0,0,5,7,56
圈内鸡哥,1,65,205,864,0,1,65,205,864,0,0,0,65,205,864
百果园,1,3104,2789,1100,1,0,3104,2789,1100,3104,2789,1100,0,0,0
乐天凌,1,43,53,286,1,0,43,53,286,43,53,286,0,0,0
猎人瓦西里,1,104,98,238,1,0,104,98,238,104,98,238,0,0,0
吃斋的猫2011,1,10,48,174,1,0,10,48,174,10,48,174,0,0,0
英语学习精华,1,32,2,29,1,0,32,2,29,32,2,29,0,0,0
欧气集合酱,1,28,179,422,1,0,28,179,422,28,179,422,0,0,0
臭疍ル,1,15,17,139,1,0,15,17,139,15,17,139,0,0,0
易烊千玺福建粉丝团,1,266,51,369,1,0,266,51,369,266,51,369,0,0,0
海派小丸子OOO,1,117,29,14,1,0,117,29,14,117,29,14,0,0,0
Soomal音频影像,1,470,334,267,0,1,470,334,267,0,0,0,470,334,267
肆万·,1,340,320,58,1,0,340,320,58,340,320,58,0,0,0
疾风风之狼,1,13,71,106,1,0,13,71,106,13,71,106,0,0,0
陈宇极品投资,1,169,125,293,1,0,169,125,293,169,125,293,0,0,0
憨憨笑老弟,1,30,28,131,1,0,30,28,131,30,28,131,0,0,0
方流芳,1,158,31,82,0,1,158,31,82,0,0,0,158,31,82
水皮,1,42,34,179,1,0,42,34,179,42,34,179,0,0,0
新闻传播学研,1,21,13,83,1,0,21,13,83,21,13,83,0,0,0
八千里路雾生海,1,16,109,1168,0,1,16,109,1168,0,0,0,16,109,1168
gerrel,1,41,275,277,0,1,41,275,277,0,0,0,41,275,277
神得强Steven,1,555,1256,3597,0,1,555,1256,3597,0,0,0,555,1256,3597
Akira-ming,1,15,55,63,0,1,15,55,63,0,0,0,15,55,63
魔兽金刚芭比,1,23,170,503,1,0,23,170,503,23,170,503,0,0,0
小弋哥,1,48,388,356,0,1,48,388,356,0,0,0,48,388,356
微观大湾区,1,46,52,76,1,0,46,52,76,46,52,76,0,0,0
pedro5181,1,18,151,243,1,0,18,151,243,18,151,243,0,0,0
科技狼说,1,10,132,218,1,0,10,132,218,10,132,218,0,0,0
数码科技熊,1,134,14,124,0,1,134,14,124,0,0,0,134,14,124
社会化营销案例库,1,2718,823,3231,1,0,2718,823,3231,2718,823,3231,0,0,0
搞机侠客,1,96,331,145,0,1,96,331,145,0,0,0,96,331,145
冬瓜侠不是V,1,199,149,219,0,1,199,149,219,0,0,0,199,149,219
格桑小巫,1,314,444,137,0,1,314,444,137,0,0,0,314,444,137
搞笑涵姐,1,14,7,202,0,1,14,7,202,0,0,0,14,7,202
新浪爱问医生,1,29,21,101,1,0,29,21,101,29,21,101,0,0,0
宁心Lincy,1,1247,1344,2233,1,0,1247,1344,2233,1247,1344,2233,0,0,0
股海东方不败,1,7,88,145,1,0,7,88,145,7,88,145,0,0,0
烦烦电影,1,1038,188,746,1,0,1038,188,746,1038,188,746,0,0,0
平安银行信用卡官方微博,1,4439,4505,1791,1,0,4439,4505,1791,4439,4505,1791,0,0,0
361度官方旗舰店,1,3856,4232,1708,1,0,3856,4232,1708,3856,4232,1708,0,0,0
海马商城,1,3773,7180,1915,1,0,3773,7180,1915,3773,7180,1915,0,0,0
足记FotoPlace,1,4036,5149,2079,1,0,4036,5149,2079,4036,5149,2079,0,0,0
ThomasFarms托马斯食品有限公司,1,4023,5389,1725,1,0,4023,5389,1725,4023,5389,1725,0,0,0
荣耀智慧生活,1,852,869,452,1,0,852,869,452,852,869,452,0,0,0
桃沢绯-,1,6,636,70,1,0,6,636,70,6,636,70,0,0,0
奔六,1,67,16,39,1,0,67,16,39,67,16,39,0,0,0
猎聘APP,1,1249,1063,462,1,0,1249,1063,462,1249,1063,462,0,0,0
散打哥,1,17,884,835,1,0,17,884,835,17,884,835,0,0,0
闫闫_Mystic,1,2719,2899,15439,1,0,2719,2899,15439,2719,2899,15439,0,0,0
六斤叶子,1,24,44,168,1,0,24,44,168,24,44,168,0,0,0
中国女排,1,13,14,211,1,0,13,14,211,13,14,211,0,0,0
柯蓝,1,17,53,474,0,1,17,53,474,0,0,0,17,53,474
重庆龙湖,1,3279,2684,826,1,0,3279,2684,826,3279,2684,826,0,0,0
林志炫全球知音会,1,27,52,173,1,0,27,52,173,27,52,173,0,0,0
blueblue_o_0,1,45,36,136,1,0,45,36,136,45,36,136,0,0,0
今日排球,1,39,10,117,1,0,39,10,117,39,10,117,0,0,0
民呐风信子,1,9,52,81,1,0,9,52,81,9,52,81,0,0,0
西南医科大学药学院,1,70,64,49,1,0,70,64,49,70,64,49,0,0,0
每筑建文,1,248,45,219,0,1,248,45,219,0,0,0,248,45,219
东大夫,1,50,46,140,1,0,50,46,140,50,46,140,0,0,0
麦克叉,1,132,154,67,1,0,132,154,67,132,154,67,0,0,0
选圈苏明成,1,53,58,290,0,1,53,58,290,0,0,0,53,58,290
鲁南制药,1,7212,161,80,1,0,7212,161,80,7212,161,80,0,0,0
doreenlj,1,24,29,52,1,0,24,29,52,24,29,52,0,0,0
海鲤叔,1,109,382,1541,0,1,109,382,1541,0,0,0,109,382,1541
手中掌握,1,83,78,145,1,0,83,78,145,83,78,145,0,0,0
我有一口袋星星,1,27,2097,151,1,0,27,2097,151,27,2097,151,0,0,0
股林女侠,1,12,35,218,1,0,12,35,218,12,35,218,0,0,0
无聊的开箱,1,2144,637,630,0,1,2144,637,630,0,0,0,2144,637,630
易烊千玺河北粉丝团,1,513,178,640,1,0,513,178,640,513,178,640,0,0,0
十一楼主,1,238,196,85,0,1,238,196,85,0,0,0,238,196,85
英国足球那点事,1,16,36,82,1,0,16,36,82,16,36,82,0,0,0
1站视频,1,112,1854,9070,1,0,112,1854,9070,112,1854,9070,0,0,0
腻腻ninitalk的小世界,1,17,188,586,1,0,17,188,586,17,188,586,0,0,0
木子肆意,1,7550,2062,3199,1,0,7550,2062,3199,7550,2062,3199,0,0,0
超能网,1,89,611,757,1,0,89,611,757,89,611,757,0,0,0
老七,1,618,619,932,1,0,618,619,932,618,619,932,0,0,0
机智猫,1,72,655,354,0,1,72,655,354,0,0,0,72,655,354
愚兮兮奈若何,1,4677,733,1701,1,0,4677,733,1701,4677,733,1701,0,0,0
巴顿-29,1,14,101,559,1,0,14,101,559,14,101,559,0,0,0
恋语制作人_,1,25,5,81,1,0,25,5,81,25,5,81,0,0,0
国旅户外,1,31,25,39,1,0,31,25,39,31,25,39,0,0,0
INBing,1,102,195,169,1,0,102,195,169,102,195,169,0,0,0
PhoneK数码,1,180,609,1986,0,1,180,609,1986,0,0,0,180,609,1986
拾柒网络,1,9711,132,140,1,0,9711,132,140,9711,132,140,0,0,0
高翔GAOX_,1,57,377,1398,0,1,57,377,1398,0,0,0,57,377,1398
陌生人黛西,1,13,45,90,0,1,13,45,90,0,0,0,13,45,90
夺胜奇兵,1,13,124,25,0,1,13,124,25,0,0,0,13,124,25
乐秀,1,2290,1281,998,1,0,2290,1281,998,2290,1281,998,0,0,0
小崔ysj,1,47,187,505,1,0,47,187,505,47,187,505,0,0,0
胡翼飞,1,378,174,106,0,1,378,174,106,0,0,0,378,174,106
一格,1,62,38,302,1,0,62,38,302,62,38,302,0,0,0
宁思潇潇,1,61,131,352,1,0,61,131,352,61,131,352,0,0,0
龚晓明医生,1,24,52,421,1,0,24,52,421,24,52,421,0,0,0
sjsjsosknns,1,336,137,267,1,0,336,137,267,336,137,267,0,0,0
点金手丰年,1,17,385,284,0,1,17,385,284,0,0,0,17,385,284
中国元,1,37,23,40,1,0,37,23,40,37,23,40,0,0,0
智能产品君,1,82,219,198,1,0,82,219,198,82,219,198,0,0,0
韩玉兔,1,25,35,46,0,1,25,35,46,0,0,0,25,35,46
脑洞小瓷,1,68,47,159,1,0,68,47,159,68,47,159,0,0,0
影视飓风MediaStorm,1,342,569,1092,1,0,342,569,1092,342,569,1092,0,0,0
老公最恨的微博,1,4,152,1249,1,0,4,152,1249,4,152,1249,0,0,0
猫财经,1,467,223,243,0,1,467,223,243,0,0,0,467,223,243
科技白平衡,1,31,261,613,0,1,31,261,613,0,0,0,31,261,613
国防大学梁芳,1,129,95,234,1,0,129,95,234,129,95,234,0,0,0
riverchan陈溥江,1,20,340,2927,1,0,20,340,2927,20,340,2927,0,0,0
左耳朵耗子,1,84,49,110,0,1,84,49,110,0,0,0,84,49,110
PapaJames,1,144,68,425,1,0,144,68,425,144,68,425,0,0,0
哎呦我就随便看看呗,1,11,208,193,1,0,11,208,193,11,208,193,0,0,0
金哥Kimoon,1,154906,1342,906,1,0,154906,1342,906,154906,1342,906,0,0,0
魔法部-Foxi_Gryffindor,1,464,168,957,1,0,464,168,957,464,168,957,0,0,0
sunniton,1,37,110,893,0,1,37,110,893,0,0,0,37,110,893
搞笑大喇叭,1,62,272,1133,0,1,62,272,1133,0,0,0,62,272,1133
无数次与三庆园擦肩而过的xixi,1,42,74,423,1,0,42,74,423,42,74,423,0,0,0
土味挖掘机,1,137,329,436,1,0,137,329,436,137,329,436,0,0,0
ZEALER-X,1,27,144,412,0,1,27,144,412,0,0,0,27,144,412
金融圈头条,1,185,24,72,1,0,185,24,72,185,24,72,0,0,0
我是殷宜,1,11,97,196,1,0,11,97,196,11,97,196,0,0,0
不吵啊吵吵,1,15,123,173,0,1,15,123,173,0,0,0,15,123,173
海海海海军001,1,70,132,105,0,1,70,132,105,0,0,0,70,132,105
我要戳出梨涡来,1,49,66,371,1,0,49,66,371,49,66,371,0,0,0
熊市猎人,1,96,58,307,1,0,96,58,307,96,58,307,0,0,0
东风永健,1,37,79,602,1,0,37,79,602,37,79,602,0,0,0
NIKY_BTS,1,640,292,569,1,0,640,292,569,640,292,569,0,0,0
小道信息,1,37,1001,741,1,0,37,1001,741,37,1001,741,0,0,0
财房博,1,5,367,316,0,1,5,367,316,0,0,0,5,367,316
搞某人,1,5,118,205,0,1,5,118,205,0,0,0,5,118,205
不再丰腴,1,18,68,97,1,0,18,68,97,18,68,97,0,0,0
马筱强,1,11,22,64,1,0,11,22,64,11,22,64,0,0,0
程栗咸-,1,19926,6901,8955,1,0,19926,6901,8955,19926,6901,8955,0,0,0
李永乐老师,1,1198,427,2267,1,0,1198,427,2267,1198,427,2267,0,0,0
杀马特的彩虹马,1,526,97,863,0,1,526,97,863,0,0,0,526,97,863
吃全世界最甜的瓜,1,37,71,375,1,0,37,71,375,37,71,375,0,0,0
方成说进口车,1,5,135,70,0,1,5,135,70,0,0,0,5,135,70
大漠鱼,1,57,55,58,1,0,57,55,58,57,55,58,0,0,0
小烦鲜森,1,215,429,173,0,1,215,429,173,0,0,0,215,429,173
夢想家陈轶亮,1,5,196,335,0,1,5,196,335,0,0,0,5,196,335
小宝撩机,1,92,1287,4593,1,0,92,1287,4593,92,1287,4593,0,0,0
DJ莫澳欣,1,12,41,135,1,0,12,41,135,12,41,135,0,0,0
绿植领养,1,12901,4346,5409,1,0,12901,4346,5409,12901,4346,5409,0,0,0
天文在线,1,141,173,1003,1,0,141,173,1003,141,173,1003,0,0,0
七色的偽物人形,1,83,224,1467,1,0,83,224,1467,83,224,1467,0,0,0
合肥高楼迷,1,10,51,127,1,0,10,51,127,10,51,127,0,0,0
身体好虎,1,210,759,498,1,0,210,759,498,210,759,498,0,0,0
小栗KomLee,1,5,32,92,0,1,5,32,92,0,0,0,5,32,92
上海当代艺术馆MoCAShanghai,1,597,1041,296,1,0,597,1041,296,597,1041,296,0,0,0
丘寒,1,73,64,265,1,0,73,64,265,73,64,265,0,0,0
我是小糗君,1,512,338,416,0,1,512,338,416,0,0,0,512,338,416
大江之源,1,248,1622,3215,1,0,248,1622,3215,248,1622,3215,0,0,0
招商银行App,1,7920,6837,4007,1,0,7920,6837,4007,7920,6837,4007,0,0,0
锦鲤少女,1,121592,1429,3073,1,0,121592,1429,3073,121592,1429,3073,0,0,0
苏宁内容,1,6069,6422,2406,1,0,6069,6422,2406,6069,6422,2406,0,0,0
D源氏春秋L,1,22,37,185,1,0,22,37,185,22,37,185,0,0,0
PeroPeroGames,1,509,99,304,1,0,509,99,304,509,99,304,0,0,0
数码视界-鹏霄万里,1,106,88,147,0,1,106,88,147,0,0,0,106,88,147
花总,1,42,105,377,1,0,42,105,377,42,105,377,0,0,0
小蛮蛮小,1,22267,10242,5325,1,0,22267,10242,5325,22267,10242,5325,0,0,0
哲学少女零壹,1,245,627,178,0,1,245,627,178,0,0,0,245,627,178
捌月玖日未央,1,365,181,860,0,1,365,181,860,0,0,0,365,181,860
苗阜,1,24,7,608,1,0,24,7,608,24,7,608,0,0,0
Y科技订阅,1,25,631,398,1,0,25,631,398,25,631,398,0,0,0
小巫酱w,1,5,24,115,0,1,5,24,115,0,0,0,5,24,115
潼Avril,1,15058,11663,7545,1,0,15058,11663,7545,15058,11663,7545,0,0,0
流水画,1,46,63,120,1,0,46,63,120,46,63,120,0,0,0
蜘蛛MX,1,5,15,101,0,1,5,15,101,0,0,0,5,15,101
ally_49,1,140,22,82,1,0,140,22,82,140,22,82,0,0,0
期待每一天都是今天,1,8,30,141,1,0,8,30,141,8,30,141,0,0,0
军旅过客,1,8,100,123,0,1,8,100,123,0,0,0,8,100,123
落樱神斧杰克逊,1,11,31,155,0,1,11,31,155,0,0,0,11,31,155
古力,1,14,43,226,1,0,14,43,226,14,43,226,0,0,0
光哥土鸡蛋,1,19,52,157,0,1,19,52,157,0,0,0,19,52,157
比婳婳婳婳少两个婳,1,14,710,434,1,0,14,710,434,14,710,434,0,0,0
人民海军,1,2606,869,4711,1,0,2606,869,4711,2606,869,4711,0,0,0
嗨-Mr强,1,28,673,705,0,1,28,673,705,0,0,0,28,673,705
理性的白痴,1,7,94,400,0,1,7,94,400,0,0,0,7,94,400
小小老马马,1,8,68,152,0,1,8,68,152,0,0,0,8,68,152
四川手机报,1,349,56,376,1,0,349,56,376,349,56,376,0,0,0
傅蔚冈,1,1054,1003,785,0,1,1054,1003,785,0,0,0,1054,1003,785
高举反男权的大旗前进,1,129,833,1041,0,1,129,833,1041,0,0,0,129,833,1041
米瑞蓉,1,22,20,83,1,0,22,20,83,22,20,83,0,0,0
北京的飞翔鱼,1,662,81,276,0,1,662,81,276,0,0,0,662,81,276
八卦看这里,1,29,122,352,0,1,29,122,352,0,0,0,29,122,352
扁担客大叔,1,35,406,1079,0,1,35,406,1079,0,0,0,35,406,1079
Suki与科技,1,61,481,852,0,1,61,481,852,0,0,0,61,481,852
快乐追星十级学渣,1,211,209,944,0,1,211,209,944,0,0,0,211,209,944
林间车道,1,78,56,168,0,1,78,56,168,0,0,0,78,56,168
网瘾少年的八卦日常,1,1192,1417,1638,1,0,1192,1417,1638,1192,1417,1638,0,0,0
数码先知道,1,13,49,431,0,1,13,49,431,0,0,0,13,49,431
Gmarket_Global,1,1521,2396,730,1,0,1521,2396,730,1521,2396,730,0,0,0
重回汉唐绿珠儿,1,12,28,79,1,0,12,28,79,12,28,79,0,0,0
董董Mercurio,1,34,13,134,0,1,34,13,134,0,0,0,34,13,134
亚洲长腿天团团长,1,14,14,71,1,0,14,14,71,14,14,71,0,0,0
中国证券报,1,115,0,61,0,1,115,0,61,0,0,0,115,0,61
小烔完的大风车,1,60,53,111,1,0,60,53,111,60,53,111,0,0,0
南宁人不知道的南宁事,1,80,89,405,1,0,80,89,405,80,89,405,0,0,0
李天飞大话西游,1,19,237,792,0,1,19,237,792,0,0,0,19,237,792
Lilys园艺,1,30,676,408,0,1,30,676,408,0,0,0,30,676,408
EncounterPS·ChinaFC,1,19,30,154,1,0,19,30,154,19,30,154,0,0,0
北京拆哥,1,140,778,785,0,1,140,778,785,0,0,0,140,778,785
笔吧评测室官博,1,67,227,115,1,0,67,227,115,67,227,115,0,0,0
搞机小盒子,1,163,1430,2975,0,1,163,1430,2975,0,0,0,163,1430,2975
杠子,1,612,418,2795,1,0,612,418,2795,612,418,2795,0,0,0
崔玉贤Cynthia,1,23,152,257,0,1,23,152,257,0,0,0,23,152,257
我是落生,1,1240,274,1011,1,0,1240,274,1011,1240,274,1011,0,0,0
付亮的竞争情报应用,1,253,2120,3240,0,1,253,2120,3240,0,0,0,253,2120,3240
杭州发布,1,34,28,25,1,0,34,28,25,34,28,25,0,0,0
tombkeeper,1,75,129,416,1,0,75,129,416,75,129,416,0,0,0
三文娱-国漫观察,1,80,4,50,1,0,80,4,50,80,4,50,0,0,0
可喵是一只奇怪的橘猫,1,409,316,236,1,0,409,316,236,409,316,236,0,0,0
科技view,1,50,28,86,1,0,50,28,86,50,28,86,0,0,0
朕硕,1,643,556,2339,1,0,643,556,2339,643,556,2339,0,0,0
汤媛媛Mini,1,3609,3403,4843,1,0,3609,3403,4843,3609,3403,4843,0,0,0
红星新闻,1,43,216,123,0,1,43,216,123,0,0,0,43,216,123
微博英国,1,332,1097,5012,1,0,332,1097,5012,332,1097,5012,0,0,0
心上人,1,28367,4505,12556,1,0,28367,4505,12556,28367,4505,12556,0,0,0
吉林大学,1,788,297,208,1,0,788,297,208,788,297,208,0,0,0
一汽奔腾,1,3288,3736,1561,1,0,3288,3736,1561,3288,3736,1561,0,0,0
一汽红旗,1,3079,2642,1507,1,0,3079,2642,1507,3079,2642,1507,0,0,0
XXXX是嗲精,1,17,18,641,1,0,17,18,641,17,18,641,0,0,0
娱圈追星姐,1,193,354,837,0,1,193,354,837,0,0,0,193,354,837
李俊辰Chen,1,1332,2398,4087,1,0,1332,2398,4087,1332,2398,4087,0,0,0
辰科技测评,1,629,261,275,1,0,629,261,275,629,261,275,0,0,0
大石家庄,1,9,333,360,0,1,9,333,360,0,0,0,9,333,360
闫跃龙,1,60,33,65,1,0,60,33,65,60,33,65,0,0,0
纽约姐,1,11,20,119,0,1,11,20,119,0,0,0,11,20,119
齐鲁晚报,1,84,218,695,1,0,84,218,695,84,218,695,0,0,0
GOT7_百度林在范吧,1,251,50,275,1,0,251,50,275,251,50,275,0,0,0
黑白宝宝甲,1,23,52,318,1,0,23,52,318,23,52,318,0,0,0
树熊与尤加利叶,1,29,281,273,0,1,29,281,273,0,0,0,29,281,273
撒旦2太子,1,5,260,258,1,0,5,260,258,5,260,258,0,0,0
斌叔儿童编程,1,50,135,563,1,0,50,135,563,50,135,563,0,0,0
鬼畜怪,1,45,47,65,1,0,45,47,65,45,47,65,0,0,0
无忧精英网,1,7209,6057,3033,1,0,7209,6057,3033,7209,6057,3033,0,0,0
极游组,1,402,84,191,0,1,402,84,191,0,0,0,402,84,191
全球经典音乐,1,120,8,168,1,0,120,8,168,120,8,168,0,0,0
穷游旅行家,1,859,473,1399,1,0,859,473,1399,859,473,1399,0,0,0
美丽大数据,1,27,361,782,0,1,27,361,782,0,0,0,27,361,782
BOOZ音乐,1,188,222,283,1,0,188,222,283,188,222,283,0,0,0
刘耘博士,1,220,48,115,0,1,220,48,115,0,0,0,220,48,115
金融界网站,1,61,15,169,1,0,61,15,169,61,15,169,0,0,0
综艺老阿姨,1,13,26,178,1,0,13,26,178,13,26,178,0,0,0
PingWest品玩,1,53,221,242,0,1,53,221,242,0,0,0,53,221,242
凯毅不酷,1,5,148,1147,0,1,5,148,1147,0,0,0,5,148,1147
郭斯特,1,65,274,829,1,0,65,274,829,65,274,829,0,0,0
曼谷雨季雨停吧,1,163,182,1737,1,0,163,182,1737,163,182,1737,0,0,0
淘宝吃货,1,17,41,125,1,0,17,41,125,17,41,125,0,0,0
TESTV-編導,1,9,87,226,1,0,9,87,226,9,87,226,0,0,0
花魁今天不接单,1,131,90,389,0,1,131,90,389,0,0,0,131,90,389
TVB官方微博,1,22,60,133,0,1,22,60,133,0,0,0,22,60,133
热心市民李朋友,1,69,431,78,1,0,69,431,78,69,431,78,0,0,0
睡牛mua,1,63,493,38,1,0,63,493,38,63,493,38,0,0,0
思明博警,1,15,16,54,0,1,15,16,54,0,0,0,15,16,54
伦敦姚洋,1,32,3,23,1,0,32,3,23,32,3,23,0,0,0
段段以及南墙,1,9,182,88,0,1,9,182,88,0,0,0,9,182,88
长颈鹿和刺猬,1,196,488,5260,1,0,196,488,5260,196,488,5260,0,0,0
Smile_hu,1,87,136,1119,0,1,87,136,1119,0,0,0,87,136,1119
石言呓语,1,22,59,64,0,1,22,59,64,0,0,0,22,59,64
看舰江南,1,106,66,123,1,0,106,66,123,106,66,123,0,0,0
军人粉丝团,1,90,34,119,1,0,90,34,119,90,34,119,0,0,0
周柒_,1,59,86,237,1,0,59,86,237,59,86,237,0,0,0
呵呵帝HED,1,33,88,177,0,1,33,88,177,0,0,0,33,88,177
杭州交通918,1,15,13,45,1,0,15,13,45,15,13,45,0,0,0
东方财富网,1,32,54,104,1,0,32,54,104,32,54,104,0,0,0
圈内狙击手,1,398,1888,3399,1,0,398,1888,3399,398,1888,3399,0,0,0
文娱大事件,1,648,1534,4073,0,1,648,1534,4073,0,0,0,648,1534,4073
星报君Hot,1,245,274,529,0,1,245,274,529,0,0,0,245,274,529
央视一套,1,21,4,87,1,0,21,4,87,21,4,87,0,0,0
刘海影,1,58,23,74,1,0,58,23,74,58,23,74,0,0,0
有钱人发言bot,1,25719,11538,8118,1,0,25719,11538,8118,25719,11538,8118,0,0,0
NathanRich火锅大王,1,120,313,729,0,1,120,313,729,0,0,0,120,313,729
中国网,1,128,25,145,1,0,128,25,145,128,25,145,0,0,0
知任CHS,1,7242,1406,897,1,0,7242,1406,897,7242,1406,897,0,0,0
网易云音乐,1,2513,1927,1172,1,0,2513,1927,1172,2513,1927,1172,0,0,0
敏子同学Minz,1,90,54,221,1,0,90,54,221,90,54,221,0,0,0
一号哨位,1,133,57,322,1,0,133,57,322,133,57,322,0,0,0
龙头百战,1,108,799,958,1,0,108,799,958,108,799,958,0,0,0
人民前线,1,57,53,196,1,0,57,53,196,57,53,196,0,0,0
梨萸,1,80,282,49,0,1,80,282,49,0,0,0,80,282,49
杭州新闻排行榜,1,3704,4323,2736,1,0,3704,4323,2736,3704,4323,2736,0,0,0
51信用卡管家,1,5111,3697,2441,1,0,5111,3697,2441,5111,3697,2441,0,0,0
网易有道,1,6351,1600,4274,1,0,6351,1600,4274,6351,1600,4274,0,0,0
小黑测评,1,49,869,1043,0,1,49,869,1043,0,0,0,49,869,1043
小宝守护pro,1,1089,1,464,1,0,1089,1,464,1089,1,464,0,0,0
e签宝_,1,2001,1258,763,1,0,2001,1258,763,2001,1258,763,0,0,0
广告文案-,1,59,23,149,1,0,59,23,149,59,23,149,0,0,0
36氪,1,23,36,105,1,0,23,36,105,23,36,105,0,0,0
AUX奥克斯空调,1,55869,2297,3774,1,0,55869,2297,3774,55869,2297,3774,0,0,0
小影,1,5731,2203,4356,1,0,5731,2203,4356,5731,2203,4356,0,0,0
STONELULULULU,1,236,151,516,0,1,236,151,516,0,0,0,236,151,516
洪国荃,1,209,481,153,0,1,209,481,153,0,0,0,209,481,153
科技小蜀黍,1,132,764,946,1,0,132,764,946,132,764,946,0,0,0
相机Beta,1,21,93,74,1,0,21,93,74,21,93,74,0,0,0
最猎奇的视频,1,1138,984,7537,0,1,1138,984,7537,0,0,0,1138,984,7537
19楼,1,4344,2158,2722,1,0,4344,2158,2722,4344,2158,2722,0,0,0
读书日签,1,355,61,97,0,1,355,61,97,0,0,0,355,61,97
河东科技HDL,1,331,304,286,1,0,331,304,286,331,304,286,0,0,0
三根三毛,1,43,56,216,1,0,43,56,216,43,56,216,0,0,0
橙味水果糖,1,142,162,466,1,0,142,162,466,142,162,466,0,0,0
摄影日课,1,28,1,71,1,0,28,1,71,28,1,71,0,0,0
那个狗蛋儿,1,15,245,3233,0,1,15,245,3233,0,0,0,15,245,3233
南方日报,1,23,86,33,0,1,23,86,33,0,0,0,23,86,33
天气预报,1,34,31,14,0,1,34,31,14,0,0,0,34,31,14
老马自奋蹄,1,111,74,64,0,1,111,74,64,0,0,0,111,74,64
团子不要闹,1,11,48,276,0,1,11,48,276,0,0,0,11,48,276
圈内瓜事,1,157,26,82,1,0,157,26,82,157,26,82,0,0,0
IIIIIIILE,1,509,97,576,1,0,509,97,576,509,97,576,0,0,0
修身养性包子命,1,151,158,527,1,0,151,158,527,151,158,527,0,0,0
科技More,1,43,124,1412,1,0,43,124,1412,43,124,1412,0,0,0
海疆在线,1,27,49,89,0,1,27,49,89,0,0,0,27,49,89
人生平淡不服就干,1,159,23,59,1,0,159,23,59,159,23,59,0,0,0
随手拍,1,1104,658,1006,1,0,1104,658,1006,1104,658,1006,0,0,0
李兰陵,1,11,118,784,0,1,11,118,784,0,0,0,11,118,784
Only彤爱吃炒饭,1,5,41,120,1,0,5,41,120,5,41,120,0,0,0
001期货网,1,65,4,29,1,0,65,4,29,65,4,29,0,0,0
在海面坠落,1,19,9,110,1,0,19,9,110,19,9,110,0,0,0
时事-辩论,1,12,14,33,1,0,12,14,33,12,14,33,0,0,0
Glitteryolk,1,18,54,69,1,0,18,54,69,18,54,69,0,0,0
江小爬LOVE,1,4121,2527,28026,1,0,4121,2527,28026,4121,2527,28026,0,0,0
信小呆,1,155,260,2892,1,0,155,260,2892,155,260,2892,0,0,0
易伟,1,347,58,320,0,1,347,58,320,0,0,0,347,58,320
C-FORCE官微,1,2099,534,280,1,0,2099,534,280,2099,534,280,0,0,0
解答不是解答,1,154,333,2868,1,0,154,333,2868,154,333,2868,0,0,0
LAC-入侵,1,25,48,44,0,1,25,48,44,0,0,0,25,48,44
天路小阿刀,1,249,171,1085,1,0,249,171,1085,249,171,1085,0,0,0
美团,1,1979,2443,702,1,0,1979,2443,702,1979,2443,702,0,0,0
中国联通北京客服,1,7802,7870,2920,1,0,7802,7870,2920,7802,7870,2920,0,0,0
悟空教育机器人,1,3481,3974,1551,1,0,3481,3974,1551,3481,3974,1551,0,0,0
莲鹤夫人,1,31,379,694,0,1,31,379,694,0,0,0,31,379,694
AcFun弹幕视频网,1,2887,3137,1194,1,0,2887,3137,1194,2887,3137,1194,0,0,0
浦江身边事,1,251,213,109,1,0,251,213,109,251,213,109,0,0,0
鼓楼微讯,1,289,78,24,1,0,289,78,24,289,78,24,0,0,0
海澜之家,1,1374,1678,809,1,0,1374,1678,809,1374,1678,809,0,0,0
上海市徐文明,1,3,0,516,1,0,3,0,516,3,0,516,0,0,0
梅花冷人,1,664,1602,3293,1,0,664,1602,3293,664,1602,3293,0,0,0
娱牛,1,703,5168,9185,1,0,703,5168,9185,703,5168,9185,0,0,0
黄石PK,1,259,125,275,1,0,259,125,275,259,125,275,0,0,0
风息神泪,1,13846,2078,23500,1,0,13846,2078,23500,13846,2078,23500,0,0,0
JDG京东电子竞技俱乐部,1,55426,57103,8669,1,0,55426,57103,8669,55426,57103,8669,0,0,0
小梅花情怀,1,1550,1545,15582,1,0,1550,1545,15582,1550,1545,15582,0,0,0
开八,1,666,880,2844,0,1,666,880,2844,0,0,0,666,880,2844
斯道,1,3567,7447,35439,1,0,3567,7447,35439,3567,7447,35439,0,0,0
